"No.","Time","Source","Destination","Protocol","Length","Info"
"144182","271.254529","34.96.127.16","10.0.0.159","TLSv1.3","338","Application Data"
"144183","271.258761","34.96.127.16","10.0.0.159","TLSv1.3","1081","Application Data"
"144184","271.258761","34.96.127.16","10.0.0.159","TLSv1.3","85","Application Data"
"144185","271.258761","34.96.127.16","10.0.0.159","TLSv1.3","93","Application Data"
"144186","271.259283","10.0.0.159","34.96.127.16","TCP","54","57863  >  443 [ACK] Seq=2643 Ack=5230 Win=66304 Len=0"
"144187","271.259990","10.0.0.159","34.96.127.16","TLSv1.3","93","Application Data"
"144188","271.262050","34.96.127.16","10.0.0.159","TCP","60","443  >  57863 [ACK] Seq=5230 Ack=2643 Win=74240 Len=0"
"144194","271.267250","10.0.0.159","108.138.106.101","TCP","66","57865  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144215","271.282133","108.138.106.101","10.0.0.159","TCP","66","443  >  57865 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"144216","271.282260","10.0.0.159","108.138.106.101","TCP","54","57865  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"144217","271.282621","34.96.127.16","10.0.0.159","TCP","60","443  >  57863 [ACK] Seq=5230 Ack=2682 Win=74240 Len=0"
"144218","271.282932","10.0.0.159","108.138.106.101","TCP","1494","57865  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"144219","271.282932","10.0.0.159","108.138.106.101","TLSv1.3","373","Client Hello (SNI=static.hotjar.com)"
"144236","271.313355","10.0.0.159","108.138.106.101","TCP","1494","[TCP Retransmission] 57865  >  443 [PSH, ACK] Seq=320 Ack=1 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"144237","271.314214","108.138.106.101","10.0.0.159","TCP","60","443  >  57865 [ACK] Seq=1 Ack=1760 Win=69120 Len=0"
"144238","271.317496","108.138.106.101","10.0.0.159","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"144239","271.317496","108.138.106.101","10.0.0.159","TCP","1494","443  >  57865 [ACK] Seq=1441 Ack=1760 Win=69120 Len=1440 [TCP segment of a reassembled PDU]"
"144240","271.317496","108.138.106.101","10.0.0.159","TCP","1494","443  >  57865 [PSH, ACK] Seq=2881 Ack=1760 Win=69120 Len=1440 [TCP segment of a reassembled PDU]"
"144241","271.317496","108.138.106.101","10.0.0.159","TLSv1.3","1494","Application Data"
"144242","271.317496","108.138.106.101","10.0.0.159","TLSv1.3","309","Application Data, Application Data"
"144244","271.317657","10.0.0.159","108.138.106.101","TCP","54","57865  >  443 [ACK] Seq=1760 Ack=6016 Win=66048 Len=0"
"144245","271.318460","10.0.0.159","108.138.106.101","TLSv1.3","118","Change Cipher Spec, Application Data"
"144246","271.318896","10.0.0.159","108.138.106.101","TLSv1.3","146","Application Data"
"144247","271.319211","10.0.0.159","108.138.106.101","TLSv1.3","478","Application Data"
"144284","271.338646","108.138.106.101","10.0.0.159","TCP","66","[TCP Dup ACK 144237#1] 443  >  57865 [ACK] Seq=6016 Ack=1760 Win=69120 Len=0 SLE=320 SRE=1760"
"144290","271.345843","108.138.106.101","10.0.0.159","TCP","60","443  >  57865 [ACK] Seq=6016 Ack=1824 Win=69120 Len=0"
"144291","271.346803","108.138.106.101","10.0.0.159","TCP","60","443  >  57865 [ACK] Seq=6016 Ack=1916 Win=69120 Len=0"
"144292","271.346803","108.138.106.101","10.0.0.159","TCP","60","443  >  57865 [ACK] Seq=6016 Ack=2340 Win=72192 Len=0"
"144293","271.347762","108.138.106.101","10.0.0.159","TLSv1.3","200","Application Data"
"144294","271.347762","108.138.106.101","10.0.0.159","TLSv1.3","125","Application Data"
"144295","271.347762","108.138.106.101","10.0.0.159","TLSv1.3","479","Application Data"
"144296","271.347827","10.0.0.159","108.138.106.101","TCP","54","57865  >  443 [ACK] Seq=2340 Ack=6658 Win=65536 Len=0"
"144297","271.348262","10.0.0.159","108.138.106.101","TLSv1.3","85","Application Data"
"144441","271.423484","108.138.106.101","10.0.0.159","TCP","60","443  >  57865 [ACK] Seq=6658 Ack=2371 Win=72192 Len=0"
"144479","271.451534","10.0.0.159","34.96.102.137","TLSv1.3","620","Application Data"
"144504","271.479266","34.96.102.137","10.0.0.159","TCP","60","443  >  57831 [ACK] Seq=15091 Ack=3066 Win=77056 Len=0"
"144514","271.494276","34.96.102.137","10.0.0.159","TLSv1.3","237","Application Data"
"144515","271.494276","34.96.102.137","10.0.0.159","TLSv1.3","120","Application Data"
"144516","271.494276","34.96.102.137","10.0.0.159","TLSv1.3","85","Application Data"
"144517","271.494276","34.96.102.137","10.0.0.159","TLSv1.3","93","Application Data"
"144518","271.494379","10.0.0.159","34.96.102.137","TCP","54","57831  >  443 [ACK] Seq=3066 Ack=15410 Win=65792 Len=0"
"144521","271.497677","10.0.0.159","34.96.102.137","TLSv1.3","93","Application Data"
"144533","271.532459","34.96.102.137","10.0.0.159","TCP","60","443  >  57831 [ACK] Seq=15410 Ack=3105 Win=77056 Len=0"
"144535","271.537380","10.0.0.159","150.250.77.84","TCP","66","57870  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144570","271.556077","150.250.77.84","10.0.0.159","TCP","66","443  >  57870 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460 WS=256 SACK_PERM"
"144571","271.556284","10.0.0.159","150.250.77.84","TCP","54","57870  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"144572","271.557067","10.0.0.159","150.250.77.84","TCP","1514","57870  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144573","271.557067","10.0.0.159","150.250.77.84","TLSv1.2","381","Client Hello (SNI=www.rowan.edu)"
"144579","271.571251","10.0.0.159","13.107.42.14","TCP","66","57873  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144591","271.581477","150.250.77.84","10.0.0.159","TCP","60","443  >  57870 [ACK] Seq=1 Ack=1788 Win=128000 Len=0"
"144592","271.582468","150.250.77.84","10.0.0.159","TCP","1514","443  >  57870 [PSH, ACK] Seq=1 Ack=1788 Win=128000 Len=1460 [TCP segment of a reassembled PDU]"
"144593","271.582468","150.250.77.84","10.0.0.159","TCP","1514","443  >  57870 [PSH, ACK] Seq=1461 Ack=1788 Win=128000 Len=1460 [TCP segment of a reassembled PDU]"
"144594","271.582468","150.250.77.84","10.0.0.159","TCP","1514","443  >  57870 [PSH, ACK] Seq=2921 Ack=1788 Win=128000 Len=1460 [TCP segment of a reassembled PDU]"
"144595","271.582468","150.250.77.84","10.0.0.159","TLSv1.2","531","Server Hello, Certificate"
"144596","271.582641","10.0.0.159","150.250.77.84","TCP","54","57870  >  443 [ACK] Seq=1788 Ack=4858 Win=65536 Len=0"
"144605","271.591187","150.250.77.84","10.0.0.159","TLSv1.2","396","Server Key Exchange, Server Hello Done"
"144606","271.592569","10.0.0.159","150.250.77.84","TLSv1.2","204","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"144625","271.602730","13.107.42.14","10.0.0.159","TCP","66","443  >  57873 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"144626","271.602840","10.0.0.159","13.107.42.14","TCP","54","57873  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"144627","271.603712","10.0.0.159","13.107.42.14","TCP","1494","57873  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"144628","271.603712","10.0.0.159","13.107.42.14","TLSv1.2","376","Client Hello (SNI=px4.ads.linkedin.com)"
"144631","271.622104","150.250.77.84","10.0.0.159","TCP","60","443  >  57870 [ACK] Seq=5200 Ack=1938 Win=128000 Len=0"
"144633","271.624094","150.250.77.84","10.0.0.159","TLSv1.2","129","Change Cipher Spec, Encrypted Handshake Message"
"144634","271.624546","10.0.0.159","150.250.77.84","TLSv1.2","811","Application Data"
"144658","271.642437","13.107.42.14","10.0.0.159","TCP","60","443  >  57873 [ACK] Seq=1 Ack=1763 Win=4194560 Len=0"
"144659","271.642437","13.107.42.14","10.0.0.159","TCP","1514","443  >  57873 [ACK] Seq=1 Ack=1763 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"144660","271.642437","13.107.42.14","10.0.0.159","TCP","1514","443  >  57873 [ACK] Seq=1461 Ack=1763 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"144661","271.642634","10.0.0.159","13.107.42.14","TCP","54","57873  >  443 [ACK] Seq=1763 Ack=2921 Win=66048 Len=0"
"144662","271.643255","13.107.42.14","10.0.0.159","TCP","1514","443  >  57873 [ACK] Seq=2921 Ack=1763 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"144663","271.643255","13.107.42.14","10.0.0.159","TLSv1.2","265","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"144664","271.643479","10.0.0.159","13.107.42.14","TCP","54","57873  >  443 [ACK] Seq=1763 Ack=4592 Win=66048 Len=0"
"144667","271.648660","10.0.0.159","13.107.42.14","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"144670","271.652061","150.250.77.84","10.0.0.159","TCP","60","443  >  57870 [ACK] Seq=5275 Ack=2695 Win=127488 Len=0"
"144672","271.652373","10.0.0.159","13.107.42.14","TLSv1.2","153","Application Data"
"144674","271.653534","10.0.0.159","13.107.42.14","TCP","1494","57873  >  443 [ACK] Seq=2020 Ack=4592 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"144675","271.653534","10.0.0.159","13.107.42.14","TLSv1.2","99","Application Data"
"144680","271.671305","150.250.77.84","10.0.0.159","TLSv1.2","491","Application Data"
"144683","271.675357","13.107.42.14","10.0.0.159","TCP","60","443  >  57873 [ACK] Seq=4592 Ack=1921 Win=4194304 Len=0"
"144687","271.675720","13.107.42.14","10.0.0.159","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"144689","271.675990","13.107.42.14","10.0.0.159","TLSv1.2","123","Application Data"
"144690","271.676038","10.0.0.159","13.107.42.14","TCP","54","57873  >  443 [ACK] Seq=3505 Ack=5003 Win=65792 Len=0"
"144692","271.676322","10.0.0.159","13.107.42.14","TLSv1.2","92","Application Data"
"144695","271.690725","13.107.42.14","10.0.0.159","TCP","60","443  >  57873 [ACK] Seq=5003 Ack=3460 Win=4194560 Len=0"
"144696","271.690725","13.107.42.14","10.0.0.159","TLSv1.2","92","Application Data"
"144697","271.691060","10.0.0.159","34.198.122.35","TCP","66","57875  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144704","271.711160","13.107.42.14","10.0.0.159","TLSv1.2","573","Application Data"
"144705","271.711300","10.0.0.159","13.107.42.14","TCP","54","57873  >  443 [ACK] Seq=3543 Ack=5560 Win=65024 Len=0"
"144706","271.711516","10.0.0.159","150.250.77.84","TCP","54","57870  >  443 [ACK] Seq=2695 Ack=5712 Win=64768 Len=0"
"144714","271.727915","34.198.122.35","10.0.0.159","TCP","66","443  >  57875 [SYN, ACK] Seq=0 Ack=1 Win=23360 Len=0 MSS=1460 WS=512 SACK_PERM"
"144715","271.728192","10.0.0.159","34.198.122.35","TCP","54","57875  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"144719","271.729297","10.0.0.159","34.198.122.35","TCP","1514","57875  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144720","271.729297","10.0.0.159","34.198.122.35","TLSv1.3","383","Client Hello (SNI=apply.rowan.edu)"
"144753","271.762512","34.198.122.35","10.0.0.159","TCP","60","443  >  57875 [ACK] Seq=1 Ack=1461 Win=24576 Len=0"
"144754","271.762512","34.198.122.35","10.0.0.159","TCP","60","443  >  57875 [ACK] Seq=1 Ack=1790 Win=25088 Len=0"
"144755","271.762512","34.198.122.35","10.0.0.159","TCP","60","[TCP Dup ACK 144754#1] 443  >  57875 [ACK] Seq=1 Ack=1790 Win=25088 Len=0"
"144760","271.764298","34.198.122.35","10.0.0.159","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"144761","271.764298","34.198.122.35","10.0.0.159","TCP","1514","443  >  57875 [ACK] Seq=1461 Ack=1790 Win=25088 Len=1460 [TCP segment of a reassembled PDU]"
"144762","271.764298","34.198.122.35","10.0.0.159","TLSv1.3","760","Application Data, Application Data, Application Data"
"144763","271.764387","10.0.0.159","34.198.122.35","TCP","54","57875  >  443 [ACK] Seq=1790 Ack=3627 Win=65536 Len=0"
"144764","271.765225","10.0.0.159","34.198.122.35","TLSv1.3","118","Change Cipher Spec, Application Data"
"144765","271.765664","10.0.0.159","34.198.122.35","TCP","1514","57875  >  443 [ACK] Seq=1854 Ack=3627 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144766","271.765664","10.0.0.159","34.198.122.35","TCP","1514","57875  >  443 [ACK] Seq=3314 Ack=3627 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144767","271.765664","10.0.0.159","34.198.122.35","TLSv1.3","478","Application Data"
"144798","271.796372","34.198.122.35","10.0.0.159","TCP","60","443  >  57875 [ACK] Seq=3627 Ack=1854 Win=25088 Len=0"
"144799","271.797234","34.198.122.35","10.0.0.159","TCP","60","443  >  57875 [ACK] Seq=3627 Ack=4774 Win=27648 Len=0"
"144800","271.797234","34.198.122.35","10.0.0.159","TCP","60","443  >  57875 [ACK] Seq=3627 Ack=5198 Win=28160 Len=0"
"144802","271.802308","34.198.122.35","10.0.0.159","TLSv1.3","953","Application Data"
"144812","271.843819","10.0.0.159","34.198.122.35","TCP","54","57875  >  443 [ACK] Seq=5198 Ack=4526 Win=64768 Len=0"
"144844","272.005412","10.0.0.159","34.198.122.35","TCP","66","57877  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"144846","272.012076","10.0.0.159","34.96.102.137","TLSv1.3","183","Application Data"
"144861","272.031747","34.198.122.35","10.0.0.159","TCP","66","443  >  57877 [SYN, ACK] Seq=0 Ack=1 Win=23360 Len=0 MSS=1460 WS=512 SACK_PERM"
"144862","272.031898","10.0.0.159","34.198.122.35","TCP","54","57877  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"144863","272.032516","10.0.0.159","34.198.122.35","TCP","1514","57877  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144864","272.032516","10.0.0.159","34.198.122.35","TLSv1.3","390","Client Hello (SNI=apply-global.rowan.edu)"
"144865","272.033225","34.96.102.137","10.0.0.159","TCP","60","443  >  57831 [ACK] Seq=15410 Ack=3234 Win=79872 Len=0"
"144867","272.043938","34.96.102.137","10.0.0.159","TLSv1.3","151","Application Data"
"144868","272.044421","10.0.0.159","34.96.102.137","TLSv1.3","93","Application Data"
"144908","272.081268","34.96.102.137","10.0.0.159","TCP","60","443  >  57831 [ACK] Seq=15507 Ack=3273 Win=79872 Len=0"
"144918","272.091853","10.0.0.159","34.198.122.35","TCP","1514","[TCP Retransmission] 57877  >  443 [PSH, ACK] Seq=337 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144920","272.094901","34.198.122.35","10.0.0.159","TCP","60","443  >  57877 [ACK] Seq=1 Ack=1797 Win=25088 Len=0"
"144921","272.094901","34.198.122.35","10.0.0.159","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"144922","272.094901","34.198.122.35","10.0.0.159","TCP","1514","443  >  57877 [ACK] Seq=1461 Ack=1797 Win=25088 Len=1460 [TCP segment of a reassembled PDU]"
"144923","272.094901","34.198.122.35","10.0.0.159","TLSv1.3","774","Application Data, Application Data, Application Data"
"144924","272.095009","10.0.0.159","34.198.122.35","TCP","54","57877  >  443 [ACK] Seq=1797 Ack=3641 Win=65536 Len=0"
"144925","272.095526","10.0.0.159","34.198.122.35","TLSv1.3","118","Change Cipher Spec, Application Data"
"144926","272.095876","10.0.0.159","34.198.122.35","TCP","1514","57877  >  443 [ACK] Seq=1861 Ack=3641 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144927","272.095876","10.0.0.159","34.198.122.35","TCP","1514","57877  >  443 [ACK] Seq=3321 Ack=3641 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"144928","272.095876","10.0.0.159","34.198.122.35","TLSv1.3","585","Application Data"
"144948","272.133613","34.198.122.35","10.0.0.159","TCP","60","[TCP Dup ACK 144920#1] 443  >  57877 [ACK] Seq=3641 Ack=1797 Win=25088 Len=0"
"144950","272.139296","34.198.122.35","10.0.0.159","TCP","60","443  >  57877 [ACK] Seq=3641 Ack=1861 Win=25088 Len=0"
"144951","272.140030","34.198.122.35","10.0.0.159","TCP","60","443  >  57877 [ACK] Seq=3641 Ack=4781 Win=27648 Len=0"
"144952","272.140606","34.198.122.35","10.0.0.159","TCP","60","443  >  57877 [ACK] Seq=3641 Ack=5312 Win=28160 Len=0"
"144959","272.150278","34.198.122.35","10.0.0.159","TLSv1.3","861","Application Data"
"145012","272.200662","10.0.0.159","34.198.122.35","TCP","54","57877  >  443 [ACK] Seq=5312 Ack=4448 Win=64768 Len=0"
"145017","272.227934","10.0.0.159","52.85.61.28","TCP","66","57881  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"145026","272.256012","52.85.61.28","10.0.0.159","TCP","66","443  >  57881 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"145027","272.256170","10.0.0.159","52.85.61.28","TCP","54","57881  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"145028","272.256991","10.0.0.159","52.85.61.28","TCP","1494","57881  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"145029","272.256991","10.0.0.159","52.85.61.28","TLSv1.3","372","Client Hello (SNI=ai.ocelotbot.com)"
"145035","272.279975","10.0.0.159","20.231.53.73","TLSv1.2","1315","Application Data"
"145043","272.286237","52.85.61.28","10.0.0.159","TCP","60","443  >  57881 [ACK] Seq=1 Ack=1759 Win=69120 Len=0"
"145045","272.289168","52.85.61.28","10.0.0.159","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"145046","272.289168","52.85.61.28","10.0.0.159","TCP","1494","443  >  57881 [ACK] Seq=1441 Ack=1759 Win=69120 Len=1440 [TCP segment of a reassembled PDU]"
"145047","272.289168","52.85.61.28","10.0.0.159","TCP","1494","443  >  57881 [PSH, ACK] Seq=2881 Ack=1759 Win=69120 Len=1440 [TCP segment of a reassembled PDU]"
"145048","272.289168","52.85.61.28","10.0.0.159","TLSv1.3","1494","Application Data"
"145049","272.289168","52.85.61.28","10.0.0.159","TLSv1.3","272","Application Data, Application Data"
"145050","272.289290","10.0.0.159","52.85.61.28","TCP","54","57881  >  443 [ACK] Seq=1759 Ack=5979 Win=66048 Len=0"
"145051","272.290242","10.0.0.159","52.85.61.28","TLSv1.3","118","Change Cipher Spec, Application Data"
"145052","272.290992","10.0.0.159","52.85.61.28","TLSv1.3","813","Application Data"
"145057","272.305356","20.231.53.73","10.0.0.159","TLSv1.2","383","Application Data"
"145061","272.320288","52.85.61.28","10.0.0.159","TCP","60","443  >  57881 [ACK] Seq=5979 Ack=2582 Win=72192 Len=0"
"145062","272.321215","52.85.61.28","10.0.0.159","TLSv1.3","200","Application Data"
"145092","272.346328","10.0.0.159","20.231.53.73","TCP","54","57824  >  443 [ACK] Seq=8124 Ack=6477 Win=65536 Len=0"
"145095","272.361662","10.0.0.159","52.85.61.28","TCP","54","57881  >  443 [ACK] Seq=2582 Ack=6125 Win=66048 Len=0"
"145151","272.414227","52.85.61.28","10.0.0.159","TLSv1.3","1484","Application Data"
"145168","272.455767","10.0.0.159","52.85.61.28","TCP","54","57881  >  443 [ACK] Seq=2582 Ack=7555 Win=66048 Len=0"
"145233","272.716600","10.0.0.159","20.231.53.73","TLSv1.2","759","Application Data"
"145234","272.716872","10.0.0.159","20.231.53.73","TCP","1494","57824  >  443 [ACK] Seq=8829 Ack=6477 Win=65536 Len=1440 [TCP segment of a reassembled PDU]"
"145235","272.716872","10.0.0.159","20.231.53.73","TCP","1494","57824  >  443 [ACK] Seq=10269 Ack=6477 Win=65536 Len=1440 [TCP segment of a reassembled PDU]"
"145236","272.716872","10.0.0.159","20.231.53.73","TCP","1494","57824  >  443 [ACK] Seq=11709 Ack=6477 Win=65536 Len=1440 [TCP segment of a reassembled PDU]"
"145237","272.716872","10.0.0.159","20.231.53.73","TCP","1494","57824  >  443 [ACK] Seq=13149 Ack=6477 Win=65536 Len=1440 [TCP segment of a reassembled PDU]"
"145238","272.716872","10.0.0.159","20.231.53.73","TCP","1494","57824  >  443 [ACK] Seq=14589 Ack=6477 Win=65536 Len=1440 [TCP segment of a reassembled PDU]"
